rownumber,jobcode,Timestamp,Local Date,Local Time,Temperature (°C),Humidity (%),Latitude,Longitude,Altitude (m),Accuracy (m),Speed (MPH)
200400,Tracy080925_022-20250809 205154,1754798599109,8/9/2025,21:03:19,30.74,0.0,37.746307,-121.435063,12.93,2.46,9.55
201390,Tracy080925_022-20250809 205154,1754798600099,8/9/2025,21:03:20,30.78,0.0,37.746317,-121.435091,13.01,2.42,11.10
202410,Tracy080925_022-20250809 205154,1754798601119,8/9/2025,21:03:21,30.80,0.0,37.746195,-121.435095,12.89,2.48,14.07
203370,Tracy080925_022-20250809 205154,1754798602079,8/9/2025,21:03:22,30.77,0.0,37.746119,-121.435096,12.86,2.83,17.54
204390,Tracy080925_022-20250809 205154,1754798603099,8/9/2025,21:03:23,30.74,0.0,37.746023,-121.435093,12.91,2.84,22.57
205380,Tracy080925_022-20250809 205154,1754798604089,8/9/2025,21:03:24,30.73,0.0,37.745911,-121.435091,13.04,3.12,26.73
206400,Tracy080925_022-20250809 205154,1754798605109,8/9/2025,21:03:25,30.70,0.0,37.745797,-121.435089,12.87,3.28,27.83
207390,Tracy080925_022-20250809 205154,1754798606099,8/9/2025,21:03:26,30.70,0.0,37.745681,-121.435088,12.79,3.93,28.43
208410,Tracy080925_022-20250809 205154,1754798607119,8/9/2025,21:03:27,30.70,0.0,37.745570,-121.435087,12.71,2.98,27.96
209400,Tracy080925_022-20250809 205154,1754798608109,8/9/2025,21:03:28,30.68,0.0,37.745461,-121.435087,12.70,3.13,27.20
210390,Tracy080925_022-20250809 205154,1754798609099,8/9/2025,21:03:29,30.70,0.0,37.745352,-121.435087,12.69,2.58,26.93
211380,Tracy080925_022-20250809 205154,1754798610089,8/9/2025,21:03:30,30.71,0.0,37.745243,-121.435086,12.76,2.63,26.96
212401,Tracy080925_022-20250809 205154,1754798611110,8/9/2025,21:03:31,30.66,0.0,37.745132,-121.435085,12.75,2.33,27.27
213390,Tracy080925_022-20250809 205154,1754798612099,8/9/2025,21:03:32,30.67,0.0,37.745019,-121.435086,12.62,2.70,28.05
214380,Tracy080925_022-20250809 205154,1754798613089,8/9/2025,21:03:33,30.70,0.0,37.744902,-121.435084,12.71,2.54,28.79
215401,Tracy080925_022-20250809 205154,1754798614110,8/9/2025,21:03:34,30.60,0.0,37.744784,-121.435083,12.80,2.76,29.17
216390,Tracy080925_022-20250809 205154,1754798615099,8/9/2025,21:03:35,30.65,0.0,37.744660,-121.435079,12.85,2.94,30.24
217411,Tracy080925_022-20250809 205154,1754798616120,8/9/2025,21:03:36,30.54,0.0,37.744534,-121.435078,12.88,2.61,31.25
218401,Tracy080925_022-20250809 205154,1754798617110,8/9/2025,21:03:37,30.58,0.0,37.744404,-121.435080,12.73,2.49,32.01
219392,Tracy080925_022-20250809 205154,1754798618101,8/9/2025,21:03:38,30.67,0.0,37.744276,-121.435080,12.79,2.87,31.79
220381,Tracy080925_022-20250809 205154,1754798619090,8/9/2025,21:03:39,30.67,0.0,37.744153,-121.435078,12.88,3.77,30.91
221401,Tracy080925_022-20250809 205154,1754798620110,8/9/2025,21:03:40,30.72,0.0,37.744031,-121.435077,12.79,2.85,30.27
222391,Tracy080925_022-20250809 205154,1754798621100,8/9/2025,21:03:41,30.84,0.0,37.743912,-121.435074,12.81,2.49,29.42
223411,Tracy080925_022-20250809 205154,1754798622120,8/9/2025,21:03:42,30.81,0.0,37.743799,-121.435074,12.91,2.25,28.16
224401,Tracy080925_022-20250809 205154,1754798623110,8/9/2025,21:03:43,30.91,0.0,37.743700,-121.435073,12.94,2.13,24.76
225391,Tracy080925_022-20250809 205154,1754798624100,8/9/2025,21:03:44,30.88,0.0,37.743620,-121.435074,12.99,2.07,20.38
226411,Tracy080925_022-20250809 205154,1754798625120,8/9/2025,21:03:45,30.87,0.0,37.743560,-121.435074,13.02,2.41,15.75
227400,Tracy080925_022-20250809 205154,1754798626109,8/9/2025,21:03:46,30.86,0.0,37.743508,-121.435074,13.01,2.26,13.24
228391,Tracy080925_022-20250809 205154,1754798627100,8/9/2025,21:03:47,30.85,0.0,37.743465,-121.435072,13.05,2.33,11.21
229411,Tracy080925_022-20250809 205154,1754798628120,8/9/2025,21:03:48,30.82,0.0,37.743439,-121.435073,13.02,2.27,7.23
230401,Tracy080925_022-20250809 205154,1754798629110,8/9/2025,21:03:49,30.84,0.0,37.743432,-121.435073,13.04,2.22,2.93
231391,Tracy080925_022-20250809 205154,1754798630100,8/9/2025,21:03:50,30.80,0.0,37.743433,-121.435073,13.15,2.30,0.63
232411,Tracy080925_022-20250809 205154,1754798631120,8/9/2025,21:03:51,30.77,0.0,37.743433,-121.435073,13.23,2.26,0.04
233371,Tracy080925_022-20250809 205154,1754798632080,8/9/2025,21:03:52,30.77,0.0,37.743434,-121.435073,13.53,2.34,0.02
234391,Tracy080925_022-20250809 205154,1754798633100,8/9/2025,21:03:53,30.77,0.0,37.743434,-121.435073,13.54,2.47,0.00
235380,Tracy080925_022-20250809 205154,1754798634089,8/9/2025,21:03:54,30.78,0.0,37.743434,-121.435073,13.54,2.46,0.00
239401,Tracy080925_022-20250809 205154,1754798638110,8/9/2025,21:03:58,30.74,0.0,37.743433,-121.435072,13.82,2.91,0.34
240391,Tracy080925_022-20250809 205154,1754798639100,8/9/2025,21:03:59,30.73,0.0,37.743422,-121.435072,13.80,2.96,2.08
241411,Tracy080925_022-20250809 205154,1754798640120,8/9/2025,21:04:00,30.76,0.0,37.743392,-121.435071,13.82,2.90,5.99
242402,Tracy080925_022-20250809 205154,1754798641111,8/9/2025,21:04:01,30.95,0.0,37.743346,-121.435071,13.80,2.85,10.25
243391,Tracy080925_022-20250809 205154,1754798642100,8/9/2025,21:04:02,30.83,0.0,37.743288,-121.435070,13.81,2.81,13.62
244412,Tracy080925_022-20250809 205154,1754798643121,8/9/2025,21:04:03,30.94,0.0,37.743215,-121.435068,13.85,2.75,17.27
245401,Tracy080925_022-20250809 205154,1754798644110,8/9/2025,21:04:04,30.91,0.0,37.743126,-121.435065,13.82,2.77,21.23
246392,Tracy080925_022-20250809 205154,1754798645101,8/9/2025,21:04:05,30.84,0.0,37.743025,-121.435063,13.85,2.52,24.52
247382,Tracy080925_022-20250809 205154,1754798646091,8/9/2025,21:04:06,30.75,0.0,37.742913,-121.435062,13.96,2.29,27.18
248401,Tracy080925_022-20250809 205154,1754798647110,8/9/2025,21:04:07,30.72,0.0,37.742794,-121.435063,14.05,2.24,29.26
249392,Tracy080925_022-20250809 205154,1754798648101,8/9/2025,21:04:08,30.79,0.0,37.742672,-121.435063,14.15,3.22,30.00
250382,Tracy080925_022-20250809 205154,1754798649091,8/9/2025,21:04:09,30.76,0.0,37.742553,-121.435062,14.10,2.69,29.30
251371,Tracy080925_022-20250809 205154,1754798650080,8/9/2025,21:04:10,30.86,0.0,37.742439,-121.435062,14.05,2.34,28.50
252392,Tracy080925_022-20250809 205154,1754798651101,8/9/2025,21:04:11,30.86,0.0,37.742326,-121.435064,13.93,2.68,28.23
253382,Tracy080925_022-20250809 205154,1754798652091,8/9/2025,21:04:12,30.84,0.0,37.742212,-121.435066,13.94,2.64,28.14
254402,Tracy080925_022-20250809 205154,1754798653111,8/9/2025,21:04:13,30.80,0.0,37.742101,-121.435086,13.96,2.33,27.92
255392,Tracy080925_022-20250809 205154,1754798654101,8/9/2025,21:04:14,30.80,0.0,37.741992,-121.435117,14.07,2.17,27.54
256382,Tracy080925_022-20250809 205154,1754798655091,8/9/2025,21:04:15,30.91,0.0,37.741885,-121.435157,14.10,2.09,27.49
257402,Tracy080925_022-20250809 205154,1754798656111,8/9/2025,21:04:16,30.87,0.0,37.741782,-121.435209,14.19,2.49,27.25
258392,Tracy080925_022-20250809 205154,1754798657101,8/9/2025,21:04:17,30.91,0.0,37.741682,-121.435268,14.28,2.93,27.49
259382,Tracy080925_022-20250809 205154,1754798658091,8/9/2025,21:04:18,30.90,0.0,37.741585,-121.435339,14.29,2.95,27.51
260402,Tracy080925_022-20250809 205154,1754798659111,8/9/2025,21:04:19,30.88,0.0,37.741494,-121.435425,14.44,2.49,28.34
261392,Tracy080925_022-20250809 205154,1754798660101,8/9/2025,21:04:20,30.95,0.0,37.741406,-121.435522,14.48,2.88,28.83
262413,Tracy080925_022-20250809 205154,1754798661122,8/9/2025,21:04:21,30.99,0.0,37.741322,-121.435623,14.55,2.44,28.83
263402,Tracy080925_022-20250809 205154,1754798662111,8/9/2025,21:04:22,31.07,0.0,37.741240,-121.435721,14.63,2.22,28.12
264422,Tracy080925_022-20250809 205154,1754798663131,8/9/2025,21:04:23,31.08,0.0,37.741161,-121.435817,14.63,2.12,27.36
265412,Tracy080925_022-20250809 205154,1754798664121,8/9/2025,21:04:24,31.12,0.0,37.741085,-121.435910,14.58,2.56,26.60
266402,Tracy080925_022-20250809 205154,1754798665111,8/9/2025,21:04:25,31.03,0.0,37.741007,-121.435997,14.58,2.30,25.75
267392,Tracy080925_022-20250809 205154,1754798666101,8/9/2025,21:04:26,31.04,0.0,37.740929,-121.436078,14.64,2.16,25.23
268382,Tracy080925_022-20250809 205154,1754798667091,8/9/2025,21:04:27,31.07,0.0,37.740848,-121.436149,14.67,2.09,24.65
269432,Tracy080925_022-20250809 205154,1754798668141,8/9/2025,21:04:28,31.09,0.0,37.740765,-121.436214,14.71,2.05,24.23
270392,Tracy080925_022-20250809 205154,1754798669101,8/9/2025,21:04:29,31.13,0.0,37.740680,-121.436275,14.92,2.13,24.29
271382,Tracy080925_022-20250809 205154,1754798670091,8/9/2025,21:04:30,31.05,0.0,37.740595,-121.436331,15.11,2.29,23.58
272402,Tracy080925_022-20250809 205154,1754798671111,8/9/2025,21:04:31,31.12,0.0,37.740510,-121.436380,15.01,2.16,23.42
273392,Tracy080925_022-20250809 205154,1754798672101,8/9/2025,21:04:32,31.23,0.0,37.740422,-121.436420,15.18,2.47,23.78
274383,Tracy080925_022-20250809 205154,1754798673092,8/9/2025,21:04:33,31.24,0.0,37.740325,-121.436449,15.36,2.91,24.29
275402,Tracy080925_022-20250809 205154,1754798674111,8/9/2025,21:04:34,31.28,0.0,37.740229,-121.436466,15.44,2.51,24.02
276408,Tracy080925_022-20250809 205154,1754798675117,8/9/2025,21:04:35,31.41,0.0,37.740136,-121.436472,15.52,2.28,23.13
277383,Tracy080925_022-20250809 205154,1754798676092,8/9/2025,21:04:36,31.45,0.0,37.740050,-121.436472,15.56,2.16,21.21
278403,Tracy080925_022-20250809 205154,1754798677112,8/9/2025,21:04:37,31.46,0.0,37.739985,-121.436471,15.55,2.09,16.46
279423,Tracy080925_022-20250809 205154,1754798678132,8/9/2025,21:04:38,31.45,0.0,37.739945,-121.436469,15.57,2.23,11.05
280413,Tracy080925_022-20250809 205154,1754798679122,8/9/2025,21:04:39,31.36,0.0,37.739923,-121.436469,15.50,2.46,6.44
281403,Tracy080925_022-20250809 205154,1754798680112,8/9/2025,21:04:40,31.31,0.0,37.739911,-121.436469,15.56,2.45,4.05
282392,Tracy080925_022-20250809 205154,1754798681101,8/9/2025,21:04:41,31.28,0.0,37.739901,-121.436468,15.52,2.45,2.80
283382,Tracy080925_022-20250809 205154,1754798682091,8/9/2025,21:04:42,31.24,0.0,37.739901,-121.436468,15.54,2.40,0.43
284462,Tracy080925_022-20250809 205154,1754798683171,8/9/2025,21:04:43,31.21,0.0,37.739902,-121.436468,15.66,2.54,0.04
285392,Tracy080925_022-20250809 205154,1754798684101,8/9/2025,21:04:44,31.20,0.0,37.739902,-121.436468,15.71,2.61,0.07
286382,Tracy080925_022-20250809 205154,1754798685091,8/9/2025,21:04:45,31.17,0.0,37.739903,-121.436468,15.70,3.01,0.07
287403,Tracy080925_022-20250809 205154,1754798686112,8/9/2025,21:04:46,31.16,0.0,37.739903,-121.436468,15.75,3.06,0.07
288393,Tracy080925_022-20250809 205154,1754798687102,8/9/2025,21:04:47,31.14,0.0,37.739903,-121.436467,15.78,3.20,0.04
289414,Tracy080925_022-20250809 205154,1754798688123,8/9/2025,21:04:48,31.14,0.0,37.739904,-121.436466,15.74,3.12,0.04
290403,Tracy080925_022-20250809 205154,1754798689112,8/9/2025,21:04:49,31.12,0.0,37.739904,-121.436466,15.74,3.14,0.00
291392,Tracy080925_022-20250809 205154,1754798690101,8/9/2025,21:04:50,31.13,0.0,37.739904,-121.436466,15.74,3.11,0.00
317403,Tracy080925_022-20250809 205154,1754798716112,8/9/2025,21:05:16,31.07,0.0,37.739897,-121.436450,15.91,3.95,0.69
318396,Tracy080925_022-20250809 205154,1754798717105,8/9/2025,21:05:17,31.07,0.0,37.739885,-121.436451,15.90,3.91,2.66
319413,Tracy080925_022-20250809 205154,1754798718122,8/9/2025,21:05:18,31.06,0.0,37.739855,-121.436451,15.97,3.89,6.29
320404,Tracy080925_022-20250809 205154,1754798719113,8/9/2025,21:05:19,31.11,0.0,37.739807,-121.436450,16.10,3.82,10.54
321394,Tracy080925_022-20250809 205154,1754798720103,8/9/2025,21:05:20,31.14,0.0,37.739747,-121.436450,16.17,3.73,13.85
322414,Tracy080925_022-20250809 205154,1754798721123,8/9/2025,21:05:21,31.21,0.0,37.739675,-121.436449,16.33,3.67,17.05
323374,Tracy080925_022-20250809 205154,1754798722083,8/9/2025,21:05:22,31.30,0.0,37.739598,-121.436449,16.28,3.51,18.88
324394,Tracy080925_022-20250809 205154,1754798723103,8/9/2025,21:05:23,31.50,0.0,37.739513,-121.436447,16.18,3.09,20.76
325384,Tracy080925_022-20250809 205154,1754798724093,8/9/2025,21:05:24,31.65,0.0,37.739423,-121.436447,16.18,3.14,22.41
326404,Tracy080925_022-20250809 205154,1754798725113,8/9/2025,21:05:25,31.67,0.0,37.739324,-121.436447,16.16,3.35,24.29
327394,Tracy080925_022-20250809 205154,1754798726103,8/9/2025,21:05:26,31.72,0.0,37.739220,-121.436445,16.30,2.94,25.90
328414,Tracy080925_022-20250809 205154,1754798727123,8/9/2025,21:05:27,31.68,0.0,37.739110,-121.436443,16.36,2.69,27.22
329404,Tracy080925_022-20250809 205154,1754798728113,8/9/2025,21:05:28,31.65,0.0,37.738995,-121.436442,16.39,2.94,28.83
330394,Tracy080925_022-20250809 205154,1754798729103,8/9/2025,21:05:29,31.56,0.0,37.738875,-121.436436,16.43,2.54,29.93
331384,Tracy080925_022-20250809 205154,1754798730093,8/9/2025,21:05:30,31.49,0.0,37.738754,-121.436428,16.62,2.57,30.20
332404,Tracy080925_022-20250809 205154,1754798731113,8/9/2025,21:05:31,31.48,0.0,37.738637,-121.436422,16.74,2.83,29.48
333396,Tracy080925_022-20250809 205154,1754798732105,8/9/2025,21:05:32,31.56,0.0,37.738522,-121.436414,16.94,2.41,28.72
334384,Tracy080925_022-20250809 205154,1754798733093,8/9/2025,21:05:33,31.62,0.0,37.738410,-121.436408,16.75,2.37,27.87
335404,Tracy080925_022-20250809 205154,1754798734113,8/9/2025,21:05:34,31.57,0.0,37.738300,-121.436403,16.84,2.19,27.63
336394,Tracy080925_022-20250809 205154,1754798735103,8/9/2025,21:05:35,31.53,0.0,37.738184,-121.436398,16.98,2.10,28.74
337384,Tracy080925_022-20250809 205154,1754798736093,8/9/2025,21:05:36,31.50,0.0,37.738065,-121.436394,17.07,2.72,29.51
338404,Tracy080925_022-20250809 205154,1754798737113,8/9/2025,21:05:37,31.54,0.0,37.737951,-121.436392,17.14,2.84,28.43
339398,Tracy080925_022-20250809 205154,1754798738107,8/9/2025,21:05:38,31.52,0.0,37.737840,-121.436390,17.22,2.56,27.49
340415,Tracy080925_022-20250809 205154,1754798739124,8/9/2025,21:05:39,31.45,0.0,37.737734,-121.436386,17.25,2.42,26.53
341404,Tracy080925_022-20250809 205154,1754798740113,8/9/2025,21:05:40,31.45,0.0,37.737632,-121.436378,17.26,2.32,25.52
342394,Tracy080925_022-20250809 205154,1754798741103,8/9/2025,21:05:41,31.45,0.0,37.737536,-121.436366,17.40,2.36,24.02
343414,Tracy080925_022-20250809 205154,1754798742123,8/9/2025,21:05:42,31.49,0.0,37.737446,-121.436377,17.47,2.78,22.64
344404,Tracy080925_022-20250809 205154,1754798743113,8/9/2025,21:05:43,31.52,0.0,37.737374,-121.436376,17.45,2.95,18.14
345394,Tracy080925_022-20250809 205154,1754798744103,8/9/2025,21:05:44,31.52,0.0,37.737322,-121.436376,17.40,2.61,13.04
346415,Tracy080925_022-20250809 205154,1754798745124,8/9/2025,21:05:45,31.51,0.0,37.737291,-121.436364,17.29,2.46,7.90
347404,Tracy080925_022-20250809 205154,1754798746113,8/9/2025,21:05:46,31.51,0.0,37.737279,-121.436364,17.28,2.37,3.47
348394,Tracy080925_022-20250809 205154,1754798747103,8/9/2025,21:05:47,31.48,0.0,37.737274,-121.436363,17.32,2.31,1.23
349384,Tracy080925_022-20250809 205154,1754798748093,8/9/2025,21:05:48,31.55,0.0,37.737276,-121.436363,17.34,2.26,0.11
350404,Tracy080925_022-20250809 205154,1754798749113,8/9/2025,21:05:49,31.53,0.0,37.737277,-121.436364,17.40,2.32,0.07
351394,Tracy080925_022-20250809 205154,1754798750103,8/9/2025,21:05:50,31.52,0.0,37.737279,-121.436364,17.42,2.38,0.09
352384,Tracy080925_022-20250809 205154,1754798751093,8/9/2025,21:05:51,31.52,0.0,37.737279,-121.436365,17.50,2.35,0.09
353374,Tracy080925_022-20250809 205154,1754798752083,8/9/2025,21:05:52,31.55,0.0,37.737280,-121.436365,17.51,2.31,0.00
399395,Tracy080925_022-20250809 205154,1754798798104,8/9/2025,21:06:38,31.08,0.0,37.737270,-121.436357,20.30,3.06,0.27
400415,Tracy080925_022-20250809 205154,1754798799124,8/9/2025,21:06:39,31.11,0.0,37.737266,-121.436358,19.89,3.06,1.12
401405,Tracy080925_022-20250809 205154,1754798800114,8/9/2025,21:06:40,31.14,0.0,37.737260,-121.436359,19.79,3.01,1.50
402396,Tracy080925_022-20250809 205154,1754798801105,8/9/2025,21:06:41,31.16,0.0,37.737255,-121.436358,19.51,2.97,1.43
403385,Tracy080925_022-20250809 205154,1754798802094,8/9/2025,21:06:42,31.14,0.0,37.737252,-121.436358,19.27,3.00,0.56
404405,Tracy080925_022-20250809 205154,1754798803114,8/9/2025,21:06:43,31.11,0.0,37.737253,-121.436358,19.05,3.00,0.09
405396,Tracy080925_022-20250809 205154,1754798804105,8/9/2025,21:06:44,31.11,0.0,37.737253,-121.436358,18.79,2.98,0.00
408425,Tracy080925_022-20250809 205154,1754798807134,8/9/2025,21:06:47,31.14,0.0,37.737251,-121.436357,18.68,2.99,1.01
409385,Tracy080925_022-20250809 205154,1754798808094,8/9/2025,21:06:48,31.18,0.0,37.737229,-121.436374,18.58,2.94,5.44
410436,Tracy080925_022-20250809 205154,1754798809145,8/9/2025,21:06:49,31.22,0.0,37.737196,-121.436373,18.42,2.92,8.39
411395,Tracy080925_022-20250809 205154,1754798810104,8/9/2025,21:06:50,31.23,0.0,37.737147,-121.436377,18.23,6.31,10.40
412386,Tracy080925_022-20250809 205154,1754798811095,8/9/2025,21:06:51,31.21,0.0,37.737096,-121.436370,18.12,10.54,12.53
413436,Tracy080925_022-20250809 205154,1754798812145,8/9/2025,21:06:52,31.27,0.0,37.737094,-121.436192,17.90,2.81,15.19
414395,Tracy080925_022-20250809 205154,1754798813104,8/9/2025,21:06:53,31.35,0.0,37.737065,-121.436110,17.75,2.72,17.25
415386,Tracy080925_022-20250809 205154,1754798814095,8/9/2025,21:06:54,31.38,0.0,37.737037,-121.436017,17.64,2.57,19.46
416405,Tracy080925_022-20250809 205154,1754798815114,8/9/2025,21:06:55,31.34,0.0,37.737004,-121.435912,17.35,2.40,22.12
417395,Tracy080925_022-20250809 205154,1754798816104,8/9/2025,21:06:56,31.41,0.0,37.736966,-121.435792,17.32,2.34,25.26
418386,Tracy080925_022-20250809 205154,1754798817095,8/9/2025,21:06:57,31.51,0.0,37.736923,-121.435660,17.26,2.70,27.98
419406,Tracy080925_022-20250809 205154,1754798818115,8/9/2025,21:06:58,31.46,0.0,37.736879,-121.435526,17.27,2.62,28.59
420426,Tracy080925_022-20250809 205154,1754798819135,8/9/2025,21:06:59,31.41,0.0,37.736838,-121.435395,17.28,3.38,28.07
421386,Tracy080925_022-20250809 205154,1754798820095,8/9/2025,21:07:00,31.37,0.0,37.736796,-121.435258,17.33,3.72,28.83
422406,Tracy080925_022-20250809 205154,1754798821115,8/9/2025,21:07:01,31.41,0.0,37.736753,-121.435115,17.35,2.86,30.02
423396,Tracy080925_022-20250809 205154,1754798822105,8/9/2025,21:07:02,31.40,0.0,37.736713,-121.434965,17.31,3.21,31.18
424386,Tracy080925_022-20250809 205154,1754798823095,8/9/2025,21:07:03,31.39,0.0,37.736676,-121.434807,17.39,2.94,32.26
425406,Tracy080925_022-20250809 205154,1754798824115,8/9/2025,21:07:04,31.40,0.0,37.736643,-121.434648,17.31,2.59,32.53
426396,Tracy080925_022-20250809 205154,1754798825105,8/9/2025,21:07:05,31.48,0.0,37.736609,-121.434491,17.21,2.27,32.01
427386,Tracy080925_022-20250809 205154,1754798826095,8/9/2025,21:07:06,31.51,0.0,37.736576,-121.434335,17.39,2.47,31.92
428376,Tracy080925_022-20250809 205154,1754798827085,8/9/2025,21:07:07,31.48,0.0,37.736542,-121.434179,17.43,2.59,31.92
429396,Tracy080925_022-20250809 205154,1754798828105,8/9/2025,21:07:08,31.44,0.0,37.736511,-121.434025,17.49,2.68,31.29
430416,Tracy080925_022-20250809 205154,1754798829125,8/9/2025,21:07:09,31.41,0.0,37.736479,-121.433872,17.62,3.29,31.36
431405,Tracy080925_022-20250809 205154,1754798830114,8/9/2025,21:07:10,31.40,0.0,37.736448,-121.433714,17.64,3.40,32.14
432398,Tracy080925_022-20250809 205154,1754798831107,8/9/2025,21:07:11,31.41,0.0,37.736416,-121.433559,17.77,2.66,31.68
433386,Tracy080925_022-20250809 205154,1754798832095,8/9/2025,21:07:12,31.46,0.0,37.736385,-121.433406,17.86,3.03,31.09
434406,Tracy080925_022-20250809 205154,1754798833115,8/9/2025,21:07:13,31.51,0.0,37.736354,-121.433256,17.91,2.49,30.69
435396,Tracy080925_022-20250809 205154,1754798834105,8/9/2025,21:07:14,31.54,0.0,37.736322,-121.433107,18.09,2.80,30.24
436386,Tracy080925_022-20250809 205154,1754798835095,8/9/2025,21:07:15,31.53,0.0,37.736293,-121.432964,18.24,3.40,29.33
437406,Tracy080925_022-20250809 205154,1754798836115,8/9/2025,21:07:16,31.52,0.0,37.736266,-121.432824,18.33,2.70,28.54
438396,Tracy080925_022-20250809 205154,1754798837105,8/9/2025,21:07:17,31.48,0.0,37.736238,-121.432688,18.39,2.45,27.98
439386,Tracy080925_022-20250809 205154,1754798838095,8/9/2025,21:07:18,31.46,0.0,37.736211,-121.432552,18.47,2.23,27.81
440406,Tracy080925_022-20250809 205154,1754798839115,8/9/2025,21:07:19,31.45,0.0,37.736183,-121.432413,18.44,2.74,28.10
441397,Tracy080925_022-20250809 205154,1754798840106,8/9/2025,21:07:20,31.52,0.0,37.736154,-121.432270,18.36,2.47,29.35
442387,Tracy080925_022-20250809 205154,1754798841096,8/9/2025,21:07:21,31.57,0.0,37.736122,-121.432119,18.35,2.83,30.65
443406,Tracy080925_022-20250809 205154,1754798842115,8/9/2025,21:07:22,31.52,0.0,37.736090,-121.431963,18.12,2.90,31.65
444397,Tracy080925_022-20250809 205154,1754798843106,8/9/2025,21:07:23,31.48,0.0,37.736057,-121.431806,18.13,2.42,31.99
445416,Tracy080925_022-20250809 205154,1754798844125,8/9/2025,21:07:24,31.46,0.0,37.736025,-121.431647,18.07,2.63,32.37
446406,Tracy080925_022-20250809 205154,1754798845115,8/9/2025,21:07:25,31.45,0.0,37.735990,-121.431487,17.98,2.41,32.75
447396,Tracy080925_022-20250809 205154,1754798846105,8/9/2025,21:07:26,31.55,0.0,37.735956,-121.431327,17.87,3.00,32.86
448386,Tracy080925_022-20250809 205154,1754798847095,8/9/2025,21:07:27,31.55,0.0,37.735921,-121.431167,17.90,2.46,32.84
449406,Tracy080925_022-20250809 205154,1754798848115,8/9/2025,21:07:28,31.50,0.0,37.735887,-121.431007,17.81,2.95,32.66
450426,Tracy080925_022-20250809 205154,1754798849135,8/9/2025,21:07:29,31.57,0.0,37.735856,-121.430847,17.79,3.48,32.57
